system_role,question,answer,category,source_file,chunk_ref,page
You are a helpful HP printer technician.,What are the input capacities for each tray of the printer?,"Tray 1 can hold 100 sheets (80 gsm), while Tray 2 and Tray 3 can each hold 520 sheets (80 gsm).",spec,hp-e877-series-user-guide.md,Item / Specification (chunk 0),22
You are a helpful HP printer technician.,What are the copy speed specifications for different models of this printer when copying normal A3 documents from flatbed or ADF?,E87740 base:21cpm E87750:26cpm E87760:30cpm E877770:35cpm,spec,hp-e877-series-user-guide.md,Item / Specification (chunk 0),22
You are a helpful HP printer technician.,What are the supported media types for duplex printing?,"Plain, Thin, Thick, Heavy weight, Extra Heavy weight, Cotton, Colored, Pre-Printed, Recycled, Bond, Archive, LetterHead, Hole Punched, Thin Cardstock, Thick Cardstock, Heavy Cardstock, Extra Heavy Cardstock, Thin Glossy, Thick Glossy, Heavy Glossy",spec,hp-e877-series-user-guide.md,Item / Specification (chunk 0),24
You are a HP printer hardware expert.,What is the sheet capacity of Tray 1?,Tray 1 has a 100-sheet capacity.,spec,hp-e877-series-user-guide.md,Trays and accessories / Availability (chunk 0),25
You are a customer service agent for HP printers.,What is the minimum amount of available hard-disk space required for macOS according to Table 1-12?,The minimum amount of available hard-disk space required for macOS is 1 GB.,spec,hp-e877-series-user-guide.md,Table 1-12.Windows / Minimum system requirements.Windows / macOS (chunk 0),26
You are a HP technical support specialist.,"What print driver is available for Windows Server 2003 SP2, 32-bit?",The 'HP PCL.6' printer-specific print driver is available for download from the printer-support website.,spec,hp-e877-series-user-guide.md,Operating system / Print driver installed (from the software on the web) (chunk 0),26
You are a customer service agent for HP printers.,What operating systems are supported for this printer?,"The supported operating systems are Windows Server 2012 (64-bit), Windows Server 2012 R2 (64-bit), Windows Server 2016 (64-bit), Windows Server 2019 (64-bit), macOS 11 (Big Sur), macOS 10.14 (Mojave), and macOS 10.15 (Catalina).",spec,hp-e877-series-user-guide.md,Operating system / Print driver installed (from the software on the web) (chunk 1),26
You are a helpful HP printer technician.,How do you install the HP print driver on macOS?,"Download HP Easy Start either from 123.hp.com or from the Printer Support page, and then use HP Easy Start to install the HP print driver.",procedure,hp-e877-series-user-guide.md,Supported operating systems (chunk 0),25
You are a helpful HP printer technician.,"How do you install the HP PCL 6 printer-specific print driver for Windows Server 2019, 64-bit?",Download the driver from the printer-support website and then use the Microsoft Add Printer tool to install it.,procedure,hp-e877-series-user-guide.md,Supported operating systems (chunk 1),25
You are a HP printer hardware expert.,What should you download to install the print driver for macOS 11 (Big Sur) or later versions?,You need to download HP Easy Start from 123.hp.com/LaserJet and follow the steps provided to install the printer software and print driver.,procedure,hp-e877-series-user-guide.md,Supported operating systems (chunk 1),25
You are a helpful HP printer technician.,"How do you get the PCL 6 printer-specific print driver for Windows Server 2012 R2, 64-bit?",The PCL 6 printer-specific print driver is available for download from the printer-support website. Download the driver and then use the Microsoft Add Printer tool to install it.,procedure,hp-e877-series-user-guide.md,Supported operating systems (chunk 1),25
You are a HP technical support specialist.,How can I find the current details on client and server operating systems for this printer?,"Go to hp.com/go/smartupd. Under Additional information, click the links.",procedure,hp-e877-series-user-guide.md,Supported operating systems (chunk 2),25
You are a helpful HP printer technician.,What are the system requirements for installing the HP Smart UPD driver?,"An internet connection, a dedicated USB 1.1 or 2.0 connection or a network connection, and 1 GB of available hard-disk space (2 GB recommended).",procedure,hp-e877-series-user-guide.md,Supported operating systems (chunk 2),25
You are a helpful HP printer technician.,What is the power consumption of the E877 printer model when it's in ready mode?,41.5W,spec,hp-e877-series-user-guide.md,Printer model / Printing / Ready (chunk 0),27
You are a helpful HP printer technician.,How can I check the power usage of my printer?,Review the power consumption for each printer status or function.,procedure,hp-e877-series-user-guide.md,Power consumption (chunk 0),27
You are a customer service agent for HP printers.,What are the dimensions of the dn model with an integrated engine?,"585 x 694.7 x 902.7 mm (23x27.4 x 35.5 in), with a maximum length that could change depending on configuration.",spec,hp-e877-series-user-guide.md,Item / Specification (chunk 0),27
You are a helpful HP printer technician.,What is the recommended operating temperature range for this printer?,The recommended operating temperature range for this printer is 15° to 27°C (59° to 80.6°F).,spec,hp-e877-series-user-guide.md,Environment / Recommended / Storage (chunk 0),28
You are a helpful HP printer technician.,What should you avoid doing to prevent damaging the printer?,You should not convert operating voltages.,rule_error,hp-e877-series-user-guide.md,Electrical specifications (chunk 0),27
You are a customer service agent for HP printers.,What is the noise level when printing color simplex A4 at 70ppm?,L pAm=55dB(A),spec,hp-e877-series-user-guide.md,Operatingmode / Declared per ISO 9296 (chunk 0),28
You are a customer service agent for HP printers.,What should be considered when choosing a location to install the printer?,The printer should be installed in an area where its sound level will not disturb workers.,rule_error,hp-e877-series-user-guide.md,Acoustic emissions (chunk 0),28
You are a HP technical support specialist.,What is the power requirement for the 110-volt printer model?,The power requirement for the 110-volt models is between 110 to 127V.,spec,hp-e877-series-user-guide.md,Specification / 100-volt models / 110-volt models (chunk 0),28
You are a customer service agent for HP printers.,How should you set up the environment for proper printer operation?,The printer must be placed in an environment that meets certain specifications.,procedure,hp-e877-series-user-guide.md,Operating-environment range (chunk 0),28
You are a customer service agent for HP printers.,What is the recommended range for relative humidity when using the printer?,The recommended range for relative humidity is 30% to 70%.,spec,hp-e877-series-user-guide.md,Environment / Recommended / Storage (chunk 0),29
You are a customer service agent for HP printers.,How do I find instructions on using the Microsoft Add Printer tool for my printer?,"Go to http://www.hp.com/support/colorljE877mfp for HP's all-inclusive help for the printer, which includes information about how to use the Microsoft Add Printer tool.",procedure,hp-e877-series-user-guide.md,Printer hardware setup and software installation (chunk 0),29
You are a customer service agent for HP printers.,How should you handle the paper trays while loading them?,Use caution when loading the paper trays.,procedure,hp-e877-series-user-guide.md,2 Paper trays (chunk 0),30
You are a HP printer hardware expert.,How should you handle adding or removing paper from Tray 1 while the printer is operating?,Never add or remove paper from Tray 1 during printing to avoid jams.,procedure,hp-e877-series-user-guide.md,Load paper to Tray 1 (multipurpose tray) (chunk 0),30
You are a customer service agent for HP printers.,How should you prepare Tray 1 before loading paper?,Open Tray 1 and pull out the tray extension to support the paper.,procedure,hp-e877-series-user-guide.md,Load Tray 1 (multipurpose tray) (chunk 0),30
You are a helpful HP printer technician.,What should you do with the paper guides when loading paper into Tray 1?,Use the adjustment latch to spread the paper guides outward.,procedure,hp-e877-series-user-guide.md,Load Tray 1 (multipurpose tray) (chunk 0),30
You are a helpful HP printer technician.,What is the correct orientation for loading paper when using automatic two-sided printing?,Face-up Top edge leading into the printer,spec,hp-e877-series-user-guide.md,Duplexmode / Howtoload paper (chunk 0),33
You are a HP printer hardware expert.,What is the loading method for one-sided printing in duplex mode?,Face-down,spec,hp-e877-series-user-guide.md,Duplexmode / Howtoload paper (chunk 0),35
You are a customer service agent for HP printers.,What is the loading orientation for one-sided printing?,Face-down,spec,hp-e877-series-user-guide.md,Duplexmode / Howtoload paper (chunk 0),35
You are a customer service agent for HP printers.,How should I position the paper in Tray 1 for optimal print quality?,Position paper correctly in Tray 1 (multipurpose tray) to ensure the best print quality.,procedure,hp-e877-series-user-guide.md,Tray 1 (multipurpose tray) paper orientation (chunk 0),32
You are a helpful HP printer technician.,How do you load paper into Tray 2?,The manual does not provide specific instructions for loading paper into Tray 2.,procedure,hp-e877-series-user-guide.md,"Load paper to Tray 2, Tray 3 and the optional 2 x 520-sheet trays (chunk 0)",36
You are a customer service agent for HP printers.,What should you do to load paper into the optional 2 x 520-sheet trays?,The manual does not provide specific instructions for loading paper into the optional 2 x 520-sheet trays.,procedure,hp-e877-series-user-guide.md,"Load paper to Tray 2, Tray 3 and the optional 2 x 520-sheet trays (chunk 0)",36
You are a customer service agent for HP printers.,What are the options available for duplex mode in this printer?,Automatic 2-sided printing or Alternative Letterhead Mode.,spec,hp-e877-series-user-guide.md,Duplexmode / Howtoload paper (chunk 0),36
You are a HP technical support specialist.,How do you adjust the paper-width guides before loading paper?,"Hold down the blue lock/unlock toggle switch on the rear paper-width guide, pinch the blue adjustment latch on the front paper-width guide, and then slide the guides to the fully open position.",procedure,hp-e877-series-user-guide.md,"Load Tray 2, Tray 3, and the optional 2 x 520-sheet trays (chunk 0)",36
You are a HP technical support specialist.,What should you do after adjusting the paper-length guide?,Load paper into the tray.,procedure,hp-e877-series-user-guide.md,"Load Tray 2, Tray 3, and the optional 2 x 520-sheet trays (chunk 0)",36
You are a customer service agent for HP printers.,How do you specify custom paper size in this printer?,"To specify custom-size paper, select Modify and then input the X and Y dimensions for the paper when the prompt displays on the printer control panel.",procedure,hp-e877-series-user-guide.md,"Load Tray 2, Tray 3, and the optional 2 x 520-sheet trays (chunk 1)",36
You are a HP printer hardware expert.,What are the two different duplex modes mentioned in the manual?,The two duplex modes mentioned are '1-sided printing' and 'Automatic 2-sided printing or with Alternative Letterhead Mode enabled'.,spec,hp-e877-series-user-guide.md,Duplexmode / Howtoload paper (chunk 0),39
You are a customer service agent for HP printers.,How do you ensure the best print quality when using this printer?,"Position paper correctly in Tray 2, Tray 3 and the optional 2 x 520-sheet trays.",procedure,hp-e877-series-user-guide.md,"Tray 2, Tray 3 and the optional 2 x 520-sheet trays paper orientation (chunk 0)",38
You are a customer service agent for HP printers.,How should you load letterhead or preprinted paper when using the Alternative Letterhead Mode?,Load paper as for automatic duplex printing.,procedure,hp-e877-series-user-guide.md,Use alternative letterhead mode (chunk 0),41
You are a customer service agent for HP printers.,How do you start enabling Alternative Letterhead Mode on the printer?,"From the Home screen on the printer control panel, open the Settings menu.",procedure,hp-e877-series-user-guide.md,Enable Alternative Letterhead Mode by using the printer control-panel menus (chunk 0),41
You are a HP printer hardware expert.,How many envelopes can you load into the multipurpose tray at once?,Up to 10 envelopes.,procedure,hp-e877-series-user-guide.md,Load and print envelopes (chunk 0),42
You are a HP printer hardware expert.,What is the maximum number of envelopes that Tray 2 or Tray 3 can hold?,Up to 50 envelopes.,procedure,hp-e877-series-user-guide.md,Load and print envelopes (chunk 0),42
You are a HP printer hardware expert.,What envelope sizes are supported by Tray 1 in this printer?,"The supported envelope sizes for Tray 1 are Envelope#9, Envelope #10, Envelope Monarch, Envelope DL, EnvelopeB5, Envelope C5(wallet), and EnvelopeC6.",spec,hp-e877-series-user-guide.md,Tray / Envelope size / Howtoload envelopes (chunk 0),42
You are a customer service agent for HP printers.,How do you open the print driver in the software program?,"From the software program, select the Print option. Then, select the printer from the list of printers, and click the Properties or Preferences button to open the print driver.",procedure,hp-e877-series-user-guide.md,Print envelopes (chunk 0),42
You are a HP printer hardware expert.,What should you select in the Paper size drop-down list when printing envelopes?,"In the Paper size drop-down list, select the correct size for the envelopes.",procedure,hp-e877-series-user-guide.md,Print envelopes (chunk 0),42
You are a HP technical support specialist.,How should envelopes be loaded into the printer?,Envelopes need to be loaded in a specific manner in order to print correctly.,procedure,hp-e877-series-user-guide.md,Envelope orientation (chunk 0),42
You are a helpful HP printer technician.,How do you begin printing sheets of labels?,"Use Tray 1 (multipurpose tray), Tray 2, or Tray 3.",procedure,hp-e877-series-user-guide.md,Load and print labels (chunk 0),43
You are a helpful HP printer technician.,How do you specify the size of the labels in the printing software?,"In the Paper size drop-down list, select the correct size for the sheets of labels.",procedure,hp-e877-series-user-guide.md,Manually feed labels (chunk 0),43
You are a customer service agent for HP printers.,What should you choose from the Paper type drop-down list when printing labels?,Select Labels.,procedure,hp-e877-series-user-guide.md,Manually feed labels (chunk 0),43
You are a customer service agent for HP printers.,What is the correct orientation for loading labels into Tray 1?,Face-down with the bottom edge leading into the printer.,spec,hp-e877-series-user-guide.md,Tray / Howtoload labels (chunk 0),44
You are a HP printer hardware expert.,How should labels be loaded into Tray 1 for correct printing?,Labels need to be loaded face-down with the bottom edge leading into the printer.,procedure,hp-e877-series-user-guide.md,Label orientation (chunk 0),44
You are a HP printer hardware expert.,What should you do if your toner runs out?,Replace the toner cartridges.,procedure,hp-e877-series-user-guide.md,"3 Supplies, accessories, and parts (chunk 0)",45
You are a customer service agent for HP printers.,"How can I get replacement supplies, accessories, and parts for my printer?","To obtain replacement supplies, accessories, and parts for your printer, you need to find out how.",procedure,hp-e877-series-user-guide.md,"Order supplies, accessories, and parts (chunk 0)",45
You are a HP printer hardware expert.,How do you prepare before contacting the managed service representative?,"Make sure to have the product model number, which appears on the product label on the back of the printer.",procedure,hp-e877-series-user-guide.md,Ordering (chunk 0),45
You are a helpful HP printer technician.,How should I know when it's time to replace the toner cartridges?,"You should replace the toner cartridges if you receive a message on the printer, or if you have print quality problems.",procedure,hp-e877-series-user-guide.md,Replace the toner cartridges (chunk 0),45
You are a HP printer hardware expert.,How can you check if a toner cartridge is compatible with your printer?,"To check cartridge compatibility for the printer, go to HP SureSupply at www.hp.com/go/SureSupply. Scroll to the bottom of the page and verify that the country/region is correct.",procedure,hp-e877-series-user-guide.md,Toner cartridge information (chunk 0),45
You are a customer service agent for HP printers.,How do you remove the old toner cartridge from the printer?,"Select the Eject button from the control panel to eject the cartridge, and then grasp the end of the toner cartridge and pull it straight out of the printer.",procedure,hp-e877-series-user-guide.md,Remove and replace the toner cartridge (chunk 0),46
You are a HP technical support specialist.,What should you do with the new toner cartridge once you have removed it from its package?,"Hold both ends of the toner cartridge and rock it to evenly distribute the toner that is inside. And then, remove the seal.",procedure,hp-e877-series-user-guide.md,Remove and replace the toner cartridge (chunk 0),46
You are a customer service agent for HP printers.,How can I know when it's time to replace the toner collection unit?,"You should replace the toner collection unit if you receive a message on the printer, or if you have print quality problems.",procedure,hp-e877-series-user-guide.md,Replace the toner collection unit (TCU) (chunk 0),48
You are a customer service agent for HP printers.,What should you do with the toner collection unit once you grasp it?,Pull it straight out of the printer while maintaining its upright position to avoid spilling any waste toner.,procedure,hp-e877-series-user-guide.md,Replace the toner collection unit (TCU) (chunk 0),48
You are a HP printer hardware expert.,How do you install a new staple cartridge?,You install a new staple cartridge when the current cartridge is empty.,procedure,hp-e877-series-user-guide.md,Replace the staple cartridge (optional inner finisher) (chunk 0),50
You are a customer service agent for HP printers.,What should you do when the staple cartridge is empty?,You should install a new staple cartridge when the current cartridge is empty.,procedure,hp-e877-series-user-guide.md,Replace the staple cartridge (optional inner finisher) (chunk 0),50
You are a customer service agent for HP printers.,How do you remove the staple cartridge carriage from the stapler?,"Grasp the colored tab on the staple cartridge carriage, and then pull the staple cartridge carriage straight out.",procedure,hp-e877-series-user-guide.md,Remove and replace the inner finisher accessory staple cartridge (chunk 0),50
You are a helpful HP printer technician.,What should you do with the two tabs on the staple cartridge to remove it?,"Lift two tabs on the staple cartridge, and then lift up to remove the empty staple cartridge from the staple cartridge carriage assembly.",procedure,hp-e877-series-user-guide.md,Remove and replace the inner finisher accessory staple cartridge (chunk 0),50
You are a HP printer hardware expert.,How do you move the staple cartridge assembly to the front?,Rotate the knob counterclockwise to move the staple cartridge assembly all the way to the front.,procedure,hp-e877-series-user-guide.md,Remove and replace the stapler/stacker accessory staple cartridge (chunk 0),52
You are a HP technical support specialist.,What should you do after immobilizing the staple cartridge assembly?,"Grasp the colored tab on the staple cartridge carriage, and then pull the staple cartridge carriage straight out.",procedure,hp-e877-series-user-guide.md,Remove and replace the stapler/stacker accessory staple cartridge (chunk 0),52
You are a customer service agent for HP printers.,How do you remove the staple cartridges from the booklet-maker accessory?,"Pull the colored tabs away from the assembly, and then pull them up to remove the two staple cartridges.",procedure,hp-e877-series-user-guide.md,Remove and replace the booklet-maker accessory staple cartridge (chunk 0),55
You are a HP technical support specialist.,What should you do after removing the empty staple cartridges?,"Insert the new staple cartridges into the staple cartridge carriages, and then close the top of the staple cartridge carriers.",procedure,hp-e877-series-user-guide.md,Remove and replace the booklet-maker accessory staple cartridge (chunk 0),55
You are a customer service agent for HP printers.,How can you initiate printing using this printer?,"You can print using the software, or print from a mobile device or USB flash drive.",procedure,hp-e877-series-user-guide.md,4 Print (chunk 0),59
You are a helpful HP printer technician.,How can you learn about common printing tasks on Windows?,By referring to the technical printer manual.,procedure,hp-e877-series-user-guide.md,Print tasks (Windows) (chunk 0),59
You are a helpful HP printer technician.,How do you select your printer in Windows?,Select the printer from the list of printers.,procedure,hp-e877-series-user-guide.md,How to print (Windows) (chunk 0),59
You are a HP printer hardware expert.,What should you click to configure available options in the print driver?,Click the tabs in the print driver to configure the available options.,procedure,hp-e877-series-user-guide.md,How to print (Windows) (chunk 0),59
You are a helpful HP printer technician.,How do you start setting up automatic duplex printing?,"Select the printer from the list of printers, and then click the Printer Properties or Preferences button to open the print driver.",procedure,hp-e877-series-user-guide.md,Automatically print on both sides (Windows) (chunk 0),60
You are a helpful HP printer technician.,What should you select in the Document Properties dialog to enable automatic duplex printing?,Select Print on both sides. Click OK to close the Document Properties dialog.,procedure,hp-e877-series-user-guide.md,Automatically print on both sides (Windows) (chunk 0),60
You are a customer service agent for HP printers.,How do you start printing the first side of the job?,"In the Print dialog, click Print.",procedure,hp-e877-series-user-guide.md,Manually print on both sides (Windows) (chunk 0),60
You are a HP technical support specialist.,How do you choose how many pages will be printed on each sheet of paper?,Select the number of pages per sheet from the Pages per sheet drop-down.,procedure,hp-e877-series-user-guide.md,Print multiple pages per sheet (Windows) (chunk 0),60
You are a customer service agent for HP printers.,What should you select after choosing the number of pages per sheet?,"Select the correct Print page borders, Page order, and Orientation options. Click OK to close the Document Properties dialog.",procedure,hp-e877-series-user-guide.md,Print multiple pages per sheet (Windows) (chunk 0),60
You are a customer service agent for HP printers.,How do you specify the paper type for a print job?,Select the paper type from the Paper type drop-down list.,procedure,hp-e877-series-user-guide.md,Select the paper type (Windows) (chunk 0),61
You are a HP printer hardware expert.,What should you do if a tray configuration message displays on the printer control panel?,"Load the tray with the specified type and size of paper, and then close the tray.",procedure,hp-e877-series-user-guide.md,Select the paper type (Windows) (chunk 0),61
You are a HP printer hardware expert.,What are some of the print tasks that have instructions available?,"Instructions are available for creating and using printing shortcuts or presets, selecting the paper size or using a custom paper size, selecting the page orientation, creating a booklet, scaling a document to fit a specific paper size, printing the first or last pages of the document on different paper, and printing watermarks on a document.",procedure,hp-e877-series-user-guide.md,Additional print tasks (chunk 0),61
You are a helpful HP printer technician.,How can I print on both sides of the paper using the HP printing software for macOS?,"To print on both sides, use the HP printing software for macOS.",procedure,hp-e877-series-user-guide.md,Print tasks (macOS) (chunk 0),62
You are a HP technical support specialist.,What should I do if I want to print multiple pages per sheet with the HP printing software for macOS?,Use the HP printing software for macOS to print multiple pages per sheet.,procedure,hp-e877-series-user-guide.md,Print tasks (macOS) (chunk 0),62
You are a HP technical support specialist.,How do you start the printing process on macOS?,"Click the File menu, and then click the Print option.",procedure,hp-e877-series-user-guide.md,How to print (macOS) (chunk 0),62
You are a helpful HP printer technician.,What should you do after selecting the printer?,"Click Show Details or Copies & Pages, and then select other menus to adjust the print settings.",procedure,hp-e877-series-user-guide.md,How to print (macOS) (chunk 0),62
You are a HP printer hardware expert.,How do you access the layout menu to set up automatic duplex printing on macOS 10.14 Mojave and later?,"Click Show Details, click Two-Sided, and then click the Layout menu.",procedure,hp-e877-series-user-guide.md,Automatically print on both sides (macOS) (chunk 0),62
You are a helpful HP printer technician.,How do you start the manual duplex printing process?,"Click Show Details or Copies & Pages, and then click the Manual Duplex menu.",procedure,hp-e877-series-user-guide.md,Manually print on both sides (macOS) (chunk 0),62
You are a HP technical support specialist.,What should you do after the first side of the pages are printed?,Retrieve the printed stack from the output bin and place it with the printed-side facing down in the input tray.,procedure,hp-e877-series-user-guide.md,Manually print on both sides (macOS) (chunk 0),62
You are a HP printer hardware expert.,What should you do after selecting the number of pages to print on each sheet?,"In the Layout Direction area, select the order and placement of the pages on the sheet.",procedure,hp-e877-series-user-guide.md,Print multiple pages per sheet (macOS) (chunk 0),63
You are a customer service agent for HP printers.,What should you do if your default paper type is Letter but you are using a different paper type for a print job?,Select that specific paper type.,procedure,hp-e877-series-user-guide.md,Select the paper type (macOS) (chunk 0),63
You are a HP printer hardware expert.,How can I find information online about common printing tasks?,You can locate information on the Web for performing common printing tasks.,procedure,hp-e877-series-user-guide.md,Additional print tasks (chunk 0),64
You are a HP printer hardware expert.,How can I save print jobs to the printer's memory for future use?,"To store print jobs in the printer memory, you need to send the print job to the printer and ensure it is saved in the printer's memory instead of printing immediately.",procedure,hp-e877-series-user-guide.md,Store print jobs on the printer to print later or print privately (chunk 0),64
You are a customer service agent for HP printers.,How do you select the printer properties or preferences when storing jobs on a USB flash drive?,"Select the printer from the list of printers, and then select Printer Properties or Preferences.",procedure,hp-e877-series-user-guide.md,Create a stored job (Windows) (chunk 0),64
You are a customer service agent for HP printers.,What should you click to access the job storage options?,Click the Job Storage tab.,procedure,hp-e877-series-user-guide.md,Create a stored job (Windows) (chunk 0),64
You are a HP printer hardware expert.,How do you append a unique number to the end of the job name?,Use Job Name + (1-99): Append a unique number to the end of the job name.,procedure,hp-e877-series-user-guide.md,Create a stored job (Windows) (chunk 1),64
You are a HP technical support specialist.,What should you do after clicking the OK button to close the Document Properties dialog box?,"In the Print dialog box, click the Print button to print the job.",procedure,hp-e877-series-user-guide.md,Create a stored job (Windows) (chunk 1),64
You are a helpful HP printer technician.,How do you access the Job Storage menu in the Printer menu?,"Click Show Details or Copies & Pages, and then click the Job Storage menu.",procedure,hp-e877-series-user-guide.md,Create a stored job (macOS) (chunk 0),65
You are a customer service agent for HP printers.,What should you do if the Job Storage menu is not showing?,Follow the instructions in the 'Disable or enable job storage feature' section to activate the menu.,procedure,hp-e877-series-user-guide.md,Create a stored job (macOS) (chunk 0),65
You are a helpful HP printer technician.,How do you protect a stored or personal job with a PIN?,Type a 4-digit number in the Use PIN to Print field.,procedure,hp-e877-series-user-guide.md,Create a stored job (macOS) (chunk 1),65
You are a customer service agent for HP printers.,What should you do after setting up the saved job and protecting it with a PIN?,Click the Print button to process the job.,procedure,hp-e877-series-user-guide.md,Create a stored job (macOS) (chunk 1),65
You are a HP technical support specialist.,How do you start printing a job stored in the printer memory?,"From the Home screen on the printer control panel, navigate to the Print application, and then select the Print icon.",procedure,hp-e877-series-user-guide.md,Print a stored job (chunk 0),66
You are a HP technical support specialist.,How do you remove unnecessary documents from the printer's memory?,You can delete documents that have been saved to the printer when they are no longer needed.,procedure,hp-e877-series-user-guide.md,Delete a stored job (chunk 0),66
You are a helpful HP printer technician.,What can be adjusted regarding the number of jobs the printer stores?,You can adjust the maximum number of jobs for the printer to store.,procedure,hp-e877-series-user-guide.md,Delete a stored job (chunk 0),66
