status,variation_index,augmented_from,system_role,question,answer,category,source_file,chunk,page
original,0,,You are a Canon technical support specialist.,How do you register frequently used combinations of copy settings?,You can register frequently used combinations of copy settings.,procedure,canon_manual.md,<Favorite Copy Set.> (chunk 0),15
original,0,,You are a Canon technical support specialist.,How do I customize the order of the <Home> screen buttons?,You can change the order that the <Home> screen buttons are displayed in.,procedure,canon_manual.md,<Home Screen Settings> (chunk 0),15
original,0,,You are a helpful Canon printer technician.,How do you access the Timer Settings?,"To access the Timer Settings, press the <Timer Settings> button.",procedure,canon_manual.md,<Menu> (chunk 0),15
original,0,,You are a Canon technical support specialist.,How can I check the status of documents being printed and the machine's toner level?,"Press  to display a screen that enables you to check the status of documents that are being printed, as well as the status of the machine such as the toner level.",procedure,canon_manual.md,<Status Monitor> Screen (chunk 0),15
original,0,,You are a customer service agent for Canon printers.,What page can I find countermeasures for each error message?,You can find countermeasures for each error message on page 130.,rule_error,canon_manual.md,<Error Information/Notification> (chunk 0),16
original,0,,You are a helpful Canon printer technician.,How can I check the amount of paper loaded in each paper source?,"To check the amount of paper loaded in each paper source, navigate to the <Paper Information> section on the device information display.",procedure,canon_manual.md,<Device Information> (chunk 0),16
original,0,,You are a Canon technical support specialist.,What does the Toner Level display show me?,"The Toner Level display shows you the amount of toner remaining in your machine. It also notes that depending on the environment, other internal parts may wear out before the toner runs out.",procedure,canon_manual.md,<Device Information> (chunk 0),16
original,0,,You are a helpful Canon printer technician.,How can I view the current status of my print job?,"To view the current status of your print job, you need to display the <Copy/Print Job Status> screen.",procedure,canon_manual.md,Status of copy/print jobs (chunk 0),16
original,0,,You are a Canon printer hardware expert.,What should you do when an error message appears on the printer's screen?,Follow the on-screen instructions to solve the problem.,rule_error,canon_manual.md,When a Message Is Displayed (chunk 0),16
original,0,,You are a Canon printer hardware expert.,How do you rearrange the buttons on the <Home> screen?,You can change the order that buttons in the <Home> screen are displayed in according to your application or a preferred arrangement.,procedure,canon_manual.md,Customizing the <Home> Screen (chunk 0),18
original,0,,You are a Canon technical support specialist.,How do you access the home screen settings?,Tap <Home Screen Settings>.,procedure,canon_manual.md,1 (chunk 0),18
original,0,,You are a Canon printer hardware expert.,What should you do after the screen for entering a PIN is displayed?,"Enter the PIN, and tap <Apply>.",procedure,canon_manual.md,1 (chunk 0),18
original,0,,You are a Canon technical support specialist.,How do you insert blanks in the Home screen?,"To insert blanks, enter the correct PIN when prompted and tap <Apply>.",procedure,canon_manual.md,◼ To Insert Blanks in <Home> Screen (chunk 0),19
original,0,,You are a customer service agent for Canon printers.,How do you delete an inserted blank?,"To delete an inserted blank, select the blank, tap <Delete>, and proceed to step 5.",procedure,canon_manual.md,"3 Tap the button where you want to insert a blank, and tap <Insert>. (chunk 0)",19
original,0,,You are a Canon printer hardware expert.,How do you select or finalize items on the touch panel display?,Touch the screen lightly and quickly.,procedure,canon_manual.md,Using the Display (chunk 0),20
original,0,,You are a Canon technical support specialist.,How do you view all the text when it cannot be completely displayed on one line?,Touch and hold the line to scroll all of the text.,procedure,canon_manual.md,Long Touch (chunk 0),20
original,0,,You are a Canon technical support specialist.,How do you make a selection in the printer menu?,Tap an item name or button to make a selection.,procedure,canon_manual.md,◼ Selecting items (chunk 0),20
original,0,,You are a Canon technical support specialist.,How do you scroll the screen when the scroll bar is displayed?,Tap / to scroll the screen.,procedure,canon_manual.md,◼ Scrolling the screen (chunk 0),21
original,0,,You are a customer service agent for Canon printers.,What happens when you tap / to scroll the screen?,"The screen changes page by page, and the page number is displayed in the scroll bar.",procedure,canon_manual.md,◼ Scrolling the screen (chunk 0),21
original,0,,You are a Canon printer hardware expert.,What are some of the display-related settings you can change on this printer?,You can change various display-related settings such as scrolling speed or display language.,spec,canon_manual.md,Changing values (chunk 0),21
original,0,,You are a Canon printer hardware expert.,How should you position the document on the platen glass?,Align the corner of the document with the top-left corner of the platen glass.,procedure,canon_manual.md,2 Place the document face down on the platen glass. (chunk 0),23
original,0,,You are a customer service agent for Canon printers.,What should you do when scanning transparent documents?,Cover them with plain white paper.,procedure,canon_manual.md,2 Place the document face down on the platen glass. (chunk 0),23
original,0,,You are a helpful Canon printer technician.,How should you proceed after the printer has finished scanning?,Remove the document from the platen glass.,procedure,canon_manual.md,3 Gently close the platen cover. (chunk 0),23
original,0,,You are a customer service agent for Canon printers.,What is the paper weight range for 'Plain 2' setting?,76 to 90 g/m²,spec,canon_manual.md,Paper Type / Paper Weight / Paper Setting on the Machine (chunk 0),24
original,0,,You are a Canon printer hardware expert.,How do you print on paper that is not loaded in the paper drawer?,Load the paper in the multi-purpose tray.,procedure,canon_manual.md,Loading Paper in the Paper Drawer (chunk 0),26
original,0,,You are a Canon technical support specialist.,How do you adjust the position of the right guide?,"While squeezing the top part of the right guide, slide it to align with the size indicator for the paper to be loaded.",procedure,canon_manual.md,3 Adjust the position of the paper guides. (chunk 0),26
original,0,,You are a helpful Canon printer technician.,What should you do to adjust the front guide?,"While squeezing the top part of the front guide, slide it to align with the size indicator for the paper to be loaded.",procedure,canon_manual.md,3 Adjust the position of the paper guides. (chunk 0),26
original,0,,You are a Canon printer hardware expert.,How should you prepare a stack of paper before using it in the printer?,"Fan the paper stack well, and tap it on a flat surface to align the edges.",procedure,canon_manual.md,4 Prepare paper. (chunk 0),27
original,0,,You are a Canon printer hardware expert.,How should you arrange the paper stack when loading it into the drawer?,"Load the paper stack with the print side face up, and against the left guide of the paper drawer.",procedure,canon_manual.md,5 Insert the paper into the paper drawer. (chunk 0),27
original,0,,You are a helpful Canon printer technician.,What happens if you don't change the printer settings when loading a different size or type of paper?,"If you do not change the settings, the machine cannot print properly.",rule_error,canon_manual.md,» Continue to Specifying Paper Size and Type(P. 34) (chunk 0),28
original,0,,You are a Canon technical support specialist.,How do you prepare the multi-purpose tray for large-sized paper?,Pull out the auxiliary tray and extend the tray extension.,procedure,canon_manual.md,1 Open the multi-purpose tray. (chunk 0),29
original,0,,You are a customer service agent for Canon printers.,How do you prepare the paper before inserting it into the multi-purpose tray for manual 2-sided printing?,Flatten any curls on the printed paper.,procedure,canon_manual.md,Specifying Paper Size and Type(P. 34) Continue to (chunk 0),30
original,0,,You are a Canon printer hardware expert.,What should be done with the previously printed side when inserting paper into the multi-purpose tray?,"The side to print should face down, with the previously printed side facing up.",procedure,canon_manual.md,Specifying Paper Size and Type(P. 34) Continue to (chunk 0),30
original,0,,You are a Canon printer hardware expert.,How should you prepare envelopes before loading them into the printer?,Make sure to flatten any curls on envelopes before loading them.,procedure,canon_manual.md,Loading Envelopes in the Multi-Purpose Tray (chunk 0),32
original,0,,You are a Canon printer hardware expert.,What should you pay attention to when orienting envelopes for loading?,Pay attention to the orientation of envelopes and which side is face up.,procedure,canon_manual.md,Loading Envelopes in the Multi-Purpose Tray (chunk 0),32
original,0,,You are a helpful Canon printer technician.,How should you arrange the envelopes before loading?,"Arrange the envelopes in a stack, as shown in the image.",procedure,canon_manual.md,Before Loading Envelopes (chunk 0),32
original,0,,You are a Canon technical support specialist.,How should you orient the envelopes when loading them into the printer?,"Load the envelopes in portrait orientation, short edge first, with the non-glued side (front side) face up.",procedure,canon_manual.md,Loaded Orientation (chunk 0),33
original,0,,You are a Canon technical support specialist.,What is the correct way to load the envelopes as shown in the illustration?,"Load the envelopes, short edge first, with the non-glued side (front side) face up, following the feeding direction illustrated in the image.",procedure,canon_manual.md,Loaded Orientation (chunk 0),33
original,0,,You are a helpful Canon printer technician.,How do you load paper with logos in portrait orientation?,The loading method varies depending on the size of the paper with the logo and the paper source that is used.,procedure,canon_manual.md,Loading Paper with Logos in Portrait Orientation (chunk 0),35
original,0,,You are a Canon printer hardware expert.,How should you load the paper in the paper drawer when it has a logo?,Load the paper so that the logo faces up in the paper drawer.,procedure,canon_manual.md,When Loading A4-size Paper with Logos (chunk 0),35
original,0,,You are a customer service agent for Canon printers.,What is the correct orientation for placing a document on the platen glass?,Place the document facing down on the platen glass.,procedure,canon_manual.md,When Loading A4-size Paper with Logos (chunk 0),35
original,0,,You are a customer service agent for Canon printers.,How do you ensure the printer settings match the loaded paper?,You must specify the paper size and type settings to match the paper that is loaded.,procedure,canon_manual.md,Specifying Paper Size and Type (chunk 0),38
original,0,,You are a Canon printer hardware expert.,What should you do when loading a different type of paper?,Make sure to change the paper settings when you load the paper that is different from the previously loaded paper.,procedure,canon_manual.md,Specifying Paper Size and Type (chunk 0),38
original,0,,You are a helpful Canon printer technician.,How do you set up the Multi-Purpose Tray for always using the same size and type of paper?,Tap <Multi-Purpose Tray>.,procedure,canon_manual.md,2 Select the paper source. (chunk 0),38
original,0,,You are a Canon technical support specialist.,How do you select a different paper size if it's not displayed on the screen?,Tap <Other Sizes>.,procedure,canon_manual.md,3 Select the loaded paper size. (chunk 0),38
original,0,,You are a customer service agent for Canon printers.,How do you set the machine to display only frequently used paper sizes?,Select the loaded paper type.,procedure,canon_manual.md,4 Select the loaded paper type. (chunk 0),38
original,0,,You are a Canon printer hardware expert.,How do you access other paper sizes not shown on the main screen?,"Select the frequently used paper sizes to display the <Paper Size (Other Sizes)> screen, which shows the paper sizes without check marks.",procedure,canon_manual.md,4 Select the frequently used paper sizes. (chunk 0),39
original,0,,You are a helpful Canon printer technician.,How should you load paper into the printer's paper drawer?,"To load paper, follow the instructions on page 22 of the manual.",procedure,canon_manual.md,5 Tap <Apply>. (chunk 0),39
original,0,,You are a helpful Canon printer technician.,What types of paper are compatible with this printer?,The available types of paper that can be used with this printer are listed on page 194 of the manual.,procedure,canon_manual.md,5 Tap <Apply>. (chunk 0),39
original,0,,You are a Canon printer hardware expert.,How can you register a custom paper size and type?,You can register a custom paper size and type to load in the multi-purpose tray.,procedure,canon_manual.md,Registering a Custom Paper Size (chunk 0),40
original,0,,You are a Canon technical support specialist.,How do you specify the length of the <X> side?,"Tap <X>, input the length using / for whole numbers and / to move the cursor between digits fractions, then tap <Apply>.",procedure,canon_manual.md,1 Specify the length of the <X> side. (chunk 0),40
original,0,,You are a Canon technical support specialist.,How do you specify the length of the Y side?,"Tap <Y>, input the length of the <Y> side, and tap <Apply>.",procedure,canon_manual.md,2 Specify the length of the <Y> side. (chunk 0),41
original,0,,You are a customer service agent for Canon printers.,What should I do if I want to use the multi-purpose tray to load paper?,Follow the instructions provided on page 25 of the manual for loading paper in the multi-purpose tray.,procedure,canon_manual.md,6 Select the paper type. (chunk 0),41
original,0,,You are a helpful Canon printer technician.,What is the default time setting mentioned in the manual?,The default setting is 4 hours.,spec,canon_manual.md,NOTE (chunk 0),42
original,0,,You are a helpful Canon printer technician.,What does the Auto Sleep Time setting do?,The Auto Sleep Time setting automatically puts the machine into sleep mode if it remains idle for a specified length of time.,procedure,canon_manual.md,Entering Sleep Mode (chunk 0),43
original,0,,You are a customer service agent for Canon printers.,How do you change the auto sleep time on the printer?,"To change the auto sleep time, go to Menu > Timer Settings > Auto Sleep Time, set the desired amount of time that elapses before the machine automatically enters sleep mode, and then select Apply.",procedure,canon_manual.md,When You Want to Set the Auto Sleep Timer (chunk 0),43
original,0,,You are a helpful Canon printer technician.,How can I make a basic copy using this printer?,"To make a basic copy, you need to use the 'copy' function. The manual describes various other useful functions besides basic copy operations.",procedure,canon_manual.md,Copying .................................................................................................................................................................. 42 (chunk 0),45
original,0,,You are a Canon technical support specialist.,How do you start basic copy operations according to the manual?,"To start basic copy operations, refer to page 44 of the manual.",procedure,canon_manual.md,◼ Using Basic Operations (chunk 0),46
original,0,,You are a helpful Canon printer technician.,What should you do if you need to select a specific type of copy paper?,"If you need to select a specific type of copy paper, refer to page 46 of the manual.",procedure,canon_manual.md,◼ Using Basic Operations (chunk 0),46
original,0,,You are a Canon printer hardware expert.,How can you cancel copies that are in progress?,"To cancel copies that are in progress, refer to page 47 of the manual.",procedure,canon_manual.md,◼ Using Basic Operations (chunk 0),46
original,0,,You are a helpful Canon printer technician.,How can I change the default settings of my printer?,"To change the default settings, refer to page 62 of the manual.",procedure,canon_manual.md,◼ Simplifying Your Frequent Copy Operations (chunk 0),47
original,0,,You are a Canon technical support specialist.,What should I do if I frequently use certain copy settings?,You can register your frequently used copy settings by following the instructions on page 63 of the manual.,procedure,canon_manual.md,◼ Simplifying Your Frequent Copy Operations (chunk 0),47
original,0,,You are a Canon technical support specialist.,How do you specify how many copies you want to print?,Enter a quantity from 1 to 999.,procedure,canon_manual.md,3 Enter the number of copies. (chunk 0),48
original,0,,You are a customer service agent for Canon printers.,What should you do if you want to cancel the number of copies you've entered?,Tap <Clear> to cancel the entered quantity.,procedure,canon_manual.md,3 Enter the number of copies. (chunk 0),48
original,0,,You are a Canon printer hardware expert.,What should you do if you want to cancel copying?,Tap <Cancel> <Yes>.,procedure,canon_manual.md,5 (chunk 0),49
original,0,,You are a helpful Canon printer technician.,How do I start scanning the next document?,"Place the next document on the platen glass, and press .",procedure,canon_manual.md,2 (chunk 0),49
original,0,,You are a customer service agent for Canon printers.,How do I make copies with the same settings when the <Paper Size & Settings Mismatch> message appears?,Tap <Start Copy>.,procedure,canon_manual.md,3 Tap <Start Copy>. (chunk 0),49
original,0,,You are a Canon technical support specialist.,How do you specify the paper source for printing copies?,"To specify the paper source, select the option <Copy> <Paper> and then choose the desired paper source from the available options.",procedure,canon_manual.md,Selecting Copy Paper (chunk 0),50
original,0,,You are a Canon printer hardware expert.,How can you select the paper that is loaded in the multi-purpose tray?,By using the function to selects the paper loaded in the multi-purpose tray.,procedure,canon_manual.md,< > (chunk 0),50
original,0,,You are a Canon printer hardware expert.,How do you select the paper loaded in the drawer?,"To select the paper loaded in the drawer, press the button corresponding to the desired paper size or type.",procedure,canon_manual.md,< > (chunk 0),50
original,0,,You are a helpful Canon printer technician.,How do I cancel copying on this printer?,Tap <Cancel> on the screen or press the Cancel button on the control panel immediately after pressing it.,procedure,canon_manual.md,Canceling Copies (chunk 0),51
original,0,,You are a Canon printer hardware expert.,What can I do to check the copy status before cancelling?,You can check the copy status and then decide to cancel copying if needed.,procedure,canon_manual.md,Canceling Copies (chunk 0),51
original,0,,You are a Canon technical support specialist.,How do you cancel a copy document that has been scanned and is waiting to be printed?,Select the copy document to cancel.,procedure,canon_manual.md,If the Screen Displays a List of Documents When is Pressed (chunk 0),51
original,0,,You are a customer service agent for Canon printers.,How do you cancel a copy or print job?,"To cancel a copy or print job, go to <Copy/Print Job> <Job Status>, select the desired job, then press <Cancel> and confirm with <Yes>.",procedure,canon_manual.md,◼ to Cancel Use (chunk 0),51
original,0,,You are a customer service agent for Canon printers.,How do you view the details of a copy job without canceling it?,Press the button to return to the copy main screen.,procedure,canon_manual.md,Copy details (chunk 0),52
original,0,,You are a helpful Canon printer technician.,What limitation applies to the copy ratio feature?,<Copy Ratio> is not available when using <ID Card Copy>.,spec,canon_manual.md,NOTE (chunk 0),54
original,0,,You are a helpful Canon printer technician.,How do you enlarge or reduce copies using preset ratios?,You can enlarge or reduce copies by using a preset copy ratio such as <A5> → <A4>.,procedure,canon_manual.md,Enlarging or Reducing (chunk 0),54
original,0,,You are a Canon printer hardware expert.,What should you do to set a custom copy ratio?,You can set a custom copy ratio in increments of 1%.,procedure,canon_manual.md,Enlarging or Reducing (chunk 0),54
original,0,,You are a Canon technical support specialist.,How do you set the copy ratio on this printer?,"Use / to enter the copy ratio, and tap <Apply>.",procedure,canon_manual.md,<Custom Ratio> (chunk 0),54
original,0,,You are a Canon printer hardware expert.,How do you select the optical image quality for your copy?,"You can select the optical image quality for the copy depending on the document type, such as text-only documents, documents with charts and graphs, or magazine photos.",procedure,canon_manual.md,Selecting Document Type (chunk 0),55
original,0,,You are a customer service agent for Canon printers.,What should you do to choose the appropriate document type?,Select the document type using the <Copy> <Original Type> option.,procedure,canon_manual.md,Selecting Document Type (chunk 0),55
original,0,,You are a Canon technical support specialist.,How should I copy documents that only contain text?,Use the text-only copying mode.,procedure,canon_manual.md,<Text> (chunk 0),55
original,0,,You are a Canon printer hardware expert.,How should you use this printer setting?,When copying documents that contain both text and photos.,procedure,canon_manual.md,<Text/Photo> (chunk 0),55
original,0,,You are a Canon technical support specialist.,How should you place the document when copying printed photos from magazines or pamphlets?,Place the document face down on the platen glass.,procedure,canon_manual.md,<Photo> (chunk 0),55
original,0,,You are a customer service agent for Canon printers.,How do you adjust the copy density on this printer?,"Press <Copy>, then press <Density>. Adjust the density, and then press <Apply>.",procedure,canon_manual.md,Adjusting Density (chunk 0),56
original,0,,You are a customer service agent for Canon printers.,What should you do if the text or images in a document are too light or dark?,You can adjust the density of the copy to make the text or images clearer.,procedure,canon_manual.md,Adjusting Density (chunk 0),56
original,0,,You are a Canon printer hardware expert.,How does the printer determine the optimal density for the document?,The printer automatically sets an optimal density for the document.,procedure,canon_manual.md,<Auto Density> (chunk 0),56
original,0,,You are a Canon technical support specialist.,What is the default setting for the original type when making a copy?,<Original Type> Selecting Document Type(P. 51) ) is automatically set to <Text>.,procedure,canon_manual.md,<Auto Density> (chunk 0),56
original,0,,You are a customer service agent for Canon printers.,How do I copy two pages of a document onto one sheet?,Select <2 on 1> to copy two pages of documents onto a single sheet.,procedure,canon_manual.md,<2 on 1>/<4 on 1> (chunk 0),57
original,0,,You are a Canon technical support specialist.,What should I select to copy four pages of a document onto one sheet?,Select <4 on 1> to copy four pages of documents onto a single sheet.,procedure,canon_manual.md,<2 on 1>/<4 on 1> (chunk 0),57
original,0,,You are a Canon printer hardware expert.,How do you access the layout options in the printer manual?,"To access the layout options, you need to select the 'Select Layout' option as shown in the provided image.",procedure,canon_manual.md,<Select Layout> (chunk 0),57
original,0,,You are a Canon printer hardware expert.,How do you start copying both sides of an ID card using this printer?,"To start copying, press the <ID Card Copy> button.",procedure,canon_manual.md,Copying Both Sides of an ID Card onto One Page (chunk 0),59
original,0,,You are a Canon technical support specialist.,What should you do after placing the card on the scanner glass?,"After placing the card, turn it over to scan the other side.",procedure,canon_manual.md,Copying Both Sides of an ID Card onto One Page (chunk 0),59
original,0,,You are a customer service agent for Canon printers.,How do you start the process to erase frame lines and dark borders?,Press <Copy> then <Erase Frame>.,procedure,canon_manual.md,Erasing Dark Borders and Frame Lines (Erase Frame) (chunk 0),60
original,0,,You are a Canon technical support specialist.,What should you specify after selecting the type of Erase Frame?,Specify the width of the frame to erase.,procedure,canon_manual.md,Erasing Dark Borders and Frame Lines (Erase Frame) (chunk 0),60
original,0,,You are a Canon printer hardware expert.,How do you remove dark borders and frame lines from your copy?,"To erase the dark borders and frame lines that appear around the copy, select the Frame Width> mode.",procedure,canon_manual.md,Original Frame (chunk 0),60
original,0,,You are a Canon printer hardware expert.,How do you remove the dark borders and lines when copying facing pages from a bound original?,"Specify <Center Frame Width> and <Outer Frame Width> to erase the dark borders, as well as center and contour lines.",procedure,canon_manual.md,Book Frame (chunk 0),60
original,0,,You are a customer service agent for Canon printers.,How do you select the order of copied papers when preparing multiple copies of multi-page documents?,"You can select <Group>, <Collate>, <Rotate + Group>, or <Rotate + Collate> for the order of copied papers.",procedure,canon_manual.md,Collating Copies by Page (chunk 0),62
original,0,,You are a Canon technical support specialist.,What should you do if you want to prepare handouts for meetings or presentations?,"You can use the function that allows you to select <Group>, <Collate>, <Rotate + Group>, or <Rotate + Collate> for the order of copied papers.",procedure,canon_manual.md,Collating Copies by Page (chunk 0),62
original,0,,You are a customer service agent for Canon printers.,How are the printed copies of a multi-page document grouped?,"The printed copies are grouped by page. For example, if you are making three copies of a five-page document, all first pages will print together, followed by all second pages, and so on.",procedure,canon_manual.md,<Group> (chunk 0),62
original,0,,You are a helpful Canon printer technician.,How are the copies collated by the printer?,The copies are collated by sequential page order.,procedure,canon_manual.md,<Collate> (chunk 0),62
original,0,,You are a customer service agent for Canon printers.,How should the copies of a document be grouped when using the Rotate + Group feature?,"The copies are grouped by page, and each group is rotated 90 degrees.",procedure,canon_manual.md,<Rotate + Group> (chunk 0),62
original,0,,You are a customer service agent for Canon printers.,How do you arrange the copies when using the rotate and collate function?,"The copies are arranged by sequential page order, with each group rotated 90 degrees.",procedure,canon_manual.md,<Rotate + Collate> (chunk 0),63
original,0,,You are a Canon technical support specialist.,How do you copy documents with two facing pages into separate pages?,"You can copy documents with two facing pages such as books and magazines into separate pages, dividing the left and right pages.",procedure,canon_manual.md,Copying for (chunk 0),64
original,0,,You are a helpful Canon printer technician.,What should you select to copy a document with two facing pages?,Select <Copy> <Book->2 Pages>.,procedure,canon_manual.md,Copying for (chunk 0),64
original,0,,You are a Canon printer hardware expert.,How do I change the copy ratio to 95% and set it as the default?,Go to <Favorite Settings> and register the combination of <Number of Copies> and <Finishing Type> turned <Collate>. You can then easily use this setting combination whenever you need it.,procedure,canon_manual.md,Copy Settings to Your Needs Configuring (chunk 0),65
original,0,,You are a Canon printer hardware expert.,What should you do after selecting an item in the Change Default Settings menu?,"After selecting an item, change the default value of that selected item.",procedure,canon_manual.md,Changing Default Settings (chunk 0),66
original,0,,You are a customer service agent for Canon printers.,How do you start the process of registering frequently used copy settings?,"Press <Copy>, then press <Favorite Settings>, and finally press <Regist./Edit>.",procedure,canon_manual.md,Registering Frequently Used Copy Settings (chunk 0),67
original,0,,You are a helpful Canon printer technician.,What should you select to choose which setting combination to register?,Select <Settings 1> to <Settings 4>.,procedure,canon_manual.md,Registering Frequently Used Copy Settings (chunk 0),67
original,0,,You are a customer service agent for Canon printers.,How do you print documents from your computer?,You can print documents on your computer by using the printer driver.,procedure,canon_manual.md,Using the Machine as a Printer ................................................................................................................ 65 (chunk 0),68
